phase,original_module,original_field_id,original_prompt,original_placeholder,original_options,new_evidence_field_id,disposition,reason,source_location
2,values,vb_aligned_habits,"Aligned habits

What routines, environments, or habits already support your standard?",Identify what is already helping the values stay active.,[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered values control #vb_aligned_habits
2,values,vb_drift_habits,"Out-of-alignment habits

What patterns, moods, or settings pull you away from your standard?",Name the leaks honestly so you can catch them earlier.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_drift_habits
2,values,vb_feeling,"How it feels when aligned

What physical or mental signs tell you the values are active?",Describe the body and mind state that tells you you are living in line with the blueprint.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered values control #vb_feeling
2,values,vb_warning,"Warning signs

What are the first signals that stress, fatigue, or ego is starting to take over?",List the earliest clues that your values are starting to slip.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_warning
2,values,vb_support_person,"Support person

Who helps you stay honest and aligned?",Name the person who helps you tell the truth.,[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered values control #vb_support_person
2,values,vb_pit_crew,"Pit crew environment

What social or physical setting helps you hold the line?","Describe the room, people, or atmosphere that protects the system.",[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered values control #vb_pit_crew
2,values,vb_self_compassion,"Repair action

What will you do to reset without slipping into shame or avoidance?",Write the compassionate action that helps you repair and re-align.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_self_compassion
2,values,vb_narrative,"Understanding narrative

Explain why you chose these values and how this blueprint changes your daily behavior, effort quality, and support strategy.","Show how your values, standards, filters, and support environment connect into one coherent system.",[],p2-explain,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered values control #vb_narrative
2,master,mb_anchor,"Performance identity

How do you want to describe the person you are when the system is healthy?",I am...,[],p2-case,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_anchor
2,master,mb_value,"Compass value

What value should stay visible even on high-pressure or low-energy days?",Core guiding value...,[],p2-value-action,combined,Combine repeated value choices and behavioural examples into one explained value/action contrast; private beliefs and moral-worth judgments are not required.,original-course/assignment-runtime-main.js; rendered master control #mb_value
2,master,mb_strengths,"System strengths

What habits, routines, or relationships are already strengthening the system?",List the patterns that currently support strong performance and sustainable effort.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_strengths
2,master,mb_leaks,"Performance leaks

What habits, environments, or reactions destabilize the system?",Identify the patterns that make the system brittle or reactive.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_leaks
2,master,mb_support_environment,"Support environment

What coach, teammate, room, routine, or level of solitude helps you work well?",Describe the social and physical environment that supports strong execution.,[],p2-needs-context,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_support_environment
2,master,mb_recovery_signals,"Recovery signals

What signs tell you sleep, mood, concentration, or soreness are starting to slip?",Name the early data points that tell you the system is under-recovered.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_signals
2,master,mb_pre_default,"Pre-performance default

How do you want to enter performance?","Describe the posture, breathing, attention, and intent you want before performance.",[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_pre_default
2,master,mb_in_default,"In-performance default

What state do you want to return to during execution?",Describe the steady execution state you want to return to quickly.,[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_in_default
2,master,mb_post_default,"Post-performance default

What is your first move after training or competition?","Name the default that protects recovery, perspective, and clean evaluation.",[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_post_default
2,master,mb_if_anxiety,"If anxiety spikes, then...

What response do you want to automate the moment stress climbs too high?",Write the exact sequence you want to execute instead of debating in the moment.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_anxiety
2,master,mb_if_motivation,"If motivation drops, then...

What maintenance response keeps the system moving without fake intensity?",Describe the low-drama action that keeps the system honest.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_motivation
2,master,mb_if_mistake,"If a mistake rattles you, then...

What is the reset sequence after an error, miss, or disruption?",Write the next-action reset you want to become automatic.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_mistake
2,master,mb_process_action,"Weekly process action

What controllable weekly action proves the system is still working?",Name the one process action that keeps the system honest this week.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_process_action
2,master,mb_goal_outcome,"Outcome goal

What final result matters?",Name the big result that gives the system direction.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_outcome
2,master,mb_goal_performance,"Performance goal

What personal benchmark shows progress?",Describe the standard that tells you the system is improving.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_performance
2,master,mb_goal_process,"Process goal

What cue, habit, or routine protects execution?",Name the controllable behavior that should still hold up on bad days.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_process
2,master,mb_daily_check,"Daily system check

What quick daily check tells you whether the system is healthy?",Name the fast daily read that prevents unnoticed drift.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_daily_check
2,master,mb_weekly_review,"Weekly review and update

How will you review and update the system each week?",Describe the weekly review ritual that keeps the plan current.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_weekly_review
2,master,mb_recovery_checkpoint,"Recovery checkpoint

What do sleep, mood, concentration, and soreness suggest today?",Turn recovery data into information instead of waiting for a full crash.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_checkpoint
2,master,mb_pit_crew_check,"Pit crew check-in

When do you need accountability through connection, and when do you need relief from social evaluation?",Describe how social context should support the system instead of destabilizing it.,[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered master control #mb_pit_crew_check
2,master,mb_recovery_threshold,"When do you push and when do you back off?

Define the data that tells you to keep pushing, reduce load, or deload. What is your deload trigger?",Turn recovery information into a real decision rule.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_threshold
2,master,mb_pride,"Authentic pride

What have you earned through deliberate action rather than image or empty confidence?",Finish the sentence honestly: I earned this because I...,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_pride
2,master,mb_narrative,"Understanding narrative

Explain how the audit, defaults, plans, recovery data, and support environment work together as one system.","Show how this system protects performance quality, recovery, and sustainability.",[],p2-explain,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_narrative
3,phase3,p3_internal_dist,"Internal distracters

What does Self 1 usually say or tighten when performance starts to wobble?","Example: do not miss, keep the elbow exactly here, I always rush this, chest tightens, jaw locks.",[],p3-distractions,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_internal_dist
3,phase3,p3_time_trap,"Past / future traps

Where does attention time-travel when you stop living in the rep?","Name the replay loops, scoreboard thoughts, selection fears, or result predictions that hijack the present moment.",[],p3-distractions,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_time_trap
3,phase3,p3_external_dist,"External distracters

What in the environment pulls the spotlight off the task?","Crowd, officiating, weather, spacing, defenders, spectators, teammates, delays, or hostile energy.",[],p3-distractions,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_external_dist
3,phase3,p3_alertness_width,"Alertness / width check

When pressure rises, does arousal make your attention too broad, too narrow, or too flat?",Example: too much arousal narrows me into mechanics and outcome fear; too little leaves me drifting and late to key cues.,[],p3-attention,combined,Choose the width/direction that fits a specified moment; avoid treating one quadrant as a fixed ideal.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_alertness_width
3,phase3,p3_spotlight,"Primary spotlight goal

What narrow-external target deserves your attention when the skill is unfolding?","Example: back rim, seams of the ball, lane line, release window, or the sound of clean contact.",[],p3-attention,combined,Choose the width/direction that fits a specified moment; avoid treating one quadrant as a fixed ideal.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_spotlight
3,phase3,p3_shift_sequence,"Shift sequence

How should your attention move through Nideffer's quadrants in this moment?",Example: broad-external scan -> broad-internal plan -> narrow-internal breath and body tone -> narrow-external back rim.,[],p3-shifts,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_shift_sequence
3,phase3,p3_instructional_cue,"Instructional cue

What short phrase organizes the behavior or mechanic you want?","Example: smooth, finish, eyes up, tall, through the line.",[],p3-cues,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_instructional_cue
3,phase3,p3_motivational_cue,"Motivational cue

What phrase raises intent or activation without creating panic?","Example: trust, attack, compete, drive, explode.",[],p3-cues,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_motivational_cue
3,phase3,p3_anchor_type,"Sensory anchor

What present-moment anchor brings you back to the now?

Select anchor...
Breath
Object Detail
Quiet Eye
Sound",,"[""Select anchor..."", ""Breath"", ""Object Detail"", ""Quiet Eye"", ""Sound""]",p3-anchor,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_anchor_type
3,phase3,p3_anchor_usage,"Anchor usage

How will you run that anchor during a pause, reset, or restart?","Example: one slow exhale, eyes on the back rim, feel the seams, say smooth, then go.",[],p3-anchor,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_anchor_usage
3,phase3,p3_routine_1,"Routine step 1

What physical action starts the transfer into performance?","Example: one slow exhale, soften shoulders, step to the line, or set the stance.",[],p3-routine,combined,Combine the three original routine fields into one labelled before-performance sequence.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_routine_1
3,phase3,p3_routine_2,"Routine step 2

What cue, image, or body check narrows attention toward execution?","Example: smooth, see the arc, feel the seams, body tall, or eyes up.",[],p3-routine,combined,Combine the three original routine fields into one labelled before-performance sequence.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_routine_2
3,phase3,p3_routine_3,"Routine step 3

What final trigger releases Self 2 into execution?","Use Quiet Eye, the back rim, the sound of contact, or another final trigger that says go.",[],p3-routine,combined,Combine the three original routine fields into one labelled before-performance sequence.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_routine_3
3,phase3,p3_what_if,"High-pressure what-if

What predictable disruption tends to break your concentration?","Example: bad call after a miss, hostile crowd after a turnover, slow start, delay, or visible frustration.",[],p3-if-then,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_what_if
3,phase3,p3_response,"Pre-planned reset

What is the tactical, nonjudgmental response that gets the spotlight back immediately?","Write the exact response: objective description, slow exhale, cue, anchor, and next target.",[],p3-if-then,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_response
3,phase3,p3_simulation_plan,"Simulation plan

How will you rehearse this under noise, fatigue, scoring pressure, or evaluation?","Describe the drill: add noise, consequence, fatigue, or judgment, then measure whether the reset sequence still lands on the right cue.",[],p3-rehearsal,combined,Retain a planned rehearsal with an appropriate hypothetical or supervised changed demand; no punishment or unsafe pressure drill.,original-course/assignment-runtime-main.js; rendered phase3 control #p3_simulation_plan
3,phase3,p3_narrative,"Understanding narrative

Explain how quieting Self 1, reading alertness, shifting through the right quadrant, choosing cues, using an anchor, and rehearsing the routine under pressure improve concentration.","Show how the spotlight, alertness read, scan-to-lock shift, cues, anchors, and rehearsal logic connect into one believable concentration system.",[],p3-explain,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered phase3 control #p3_narrative
4,phase4a,p4a_tt-1,1,Evidence item 1...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-1
4,phase4a,p4a_tt-2,2,Evidence item 2...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-2
4,phase4a,p4a_tt-3,3,Evidence item 3...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-3
4,phase4a,p4a_tt-4,4,Evidence item 4...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-4
4,phase4a,p4a_tt-5,5,Evidence item 5...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-5
4,phase4a,p4a_tt-6,6,Evidence item 6...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-6
4,phase4a,p4a_tt-7,7,Evidence item 7...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-7
4,phase4a,p4a_tt-8,8,Evidence item 8...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-8
4,phase4a,p4a_tt-9,9,Evidence item 9...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-9
4,phase4a,p4a_tt-10,10,Evidence item 10...,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_tt-10
4,phase4a,p4a_esp_effort,"Daily E-S-P: Effort

What recent effort proves discipline or toughness?",Name the effort deposit that deserves to count.,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_esp_effort
4,phase4a,p4a_esp_success,"Daily E-S-P: Success

What recent success or solved problem belongs in the account?",Name the success you want your brain to keep counting.,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_esp_success
4,phase4a,p4a_esp_progress,"Daily E-S-P: Progress

How are you better than before?",Name the proof that growth is happening.,[],p4-evidence,combined,Replace the mandatory ten-achievement list and repeated logs with three developed effort/success/progress examples from the case.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_esp_progress
4,phase4a,p4a_daily_plan,"Daily deposit plan

How will you keep adding to the confidence account on ordinary days?",Describe the Daily E-S-P habit that keeps evidence moving into the account.,[],p4-review,combined,"Consolidate daily review and final narratives into evidence, an adjustment and a limitation.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_daily_plan
4,phase4a,p4a_src_mastery,Mastery experiences,What past evidence proves you have done the thing or built the ingredients?,[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_mastery
4,phase4a,p4a_src_modeling,Vicarious experiences / modeling,Whose example shows you what is possible and how it can be done?,[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_modeling
4,phase4a,p4a_src_persuasion,Verbal persuasion,What persuasive coaching or self-talk actually helps belief hold up?,[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_persuasion
4,phase4a,p4a_src_imaginal,Imaginal experiences,How does imagery help you rehearse certainty before pressure arrives?,[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_imaginal
4,phase4a,p4a_src_preparation,Preparation / self-regulation,"Which routines, preparation habits, or self-regulation practices make you trust yourself more?",[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_preparation
4,phase4a,p4a_src_arousal,Meaning assigned to arousal,"When your body activates, what meaning helps you read it as readiness instead of danger?",[],p4-sources,combined,"Choose and justify two relevant sources and their limits; all six source concepts remain taught, without six repeated response boxes.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_src_arousal
4,phase4a,p4a_setback,"Recent withdrawal or confidence threat

Name the event, mistake, evaluation, or fear that usually drains confidence fastest.",Describe the withdrawal pattern that normally costs you the most belief.,[],p4-feedback,combined,Retain the observed error and useful correction while rejecting global identity attacks; not all criticism is a withdrawal.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_setback
4,phase4a,p4a_lockdown,"Mental filter rewrite

Rewrite the event so it becomes temporary / limited / nonrepresentative.","Show how you would interpret the event as temporary, limited, and nonrepresentative.",[],p4-feedback,combined,Retain the observed error and useful correction while rejecting global identity attacks; not all criticism is a withdrawal.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_lockdown
4,phase4a,p4a_after_action,"What? So what? Now what?

Use the review sequence that keeps the event factual and forward-moving.",What happened? So what did it mean? Now what will I do next?,[],p4-feedback,combined,Retain the observed error and useful correction while rejecting global identity attacks; not all criticism is a withdrawal.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_after_action
4,phase4a,p4a_arousal_reframe,"Butterflies as fuel / arousal reframe

How will you interpret bodily activation as mobilized readiness rather than danger?","Write the meaning you want attached to butterflies, elevated heart rate, or competitive energy.",[],p4-belief,combined,Use a believable evidence-based statement; no requirement to report certainty or reinterpret every uncomfortable signal as readiness.,original-course/assignment-runtime-main.js; rendered phase4a control #p4a_arousal_reframe
4,phase4a,p4a_cue,"Cue conviction

What short cue triggers certainty fast enough to use under pressure?","Example: trust, commit, attack, smooth, compete.",[],p4-routine,combined,"Combine cue, comfortable familiar breathing if useful, task attention and context in one C-B-A sequence; no guaranteed state change.",original-course/assignment-runtime-main.js; rendered phase4a control #p4a_cue
