phase,id,type,status,learning_target,source_location,correct_concept,answer_position,feedback,role,content_version
2,p2-usable-goals-check-2,lesson check,newly authored,I can distinguish three goal types and write a usable SMART process goal.,original PHASE_CONTENT phase-2 sections 9,The routine was used and the serve missed; review the pattern across attempts.,A,The action and result are different observations. Keeping both supports a more careful review than drawing a conclusion from one serve.,required formative practice,phase2-2026-09-17-r1
2,p2-usable-goals-response,lesson application,newly authored / source concepts retained,I can distinguish three goal types and write a usable SMART process goal.,original PHASE_CONTENT phase-2 sections 9,Keep all three goals in the same situation.; Make the process goal an observable action.; Include a realistic review point and distinguish action from result.,not applicable,Keep all three goals in the same situation.; Make the process goal an observable action.; Include a realistic review point and distinguish action from result.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-effort-recovery-check-1,lesson check,newly authored,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",A simplified reminder to consider challenge and recovery together.,B,The diagram organizes a planning idea. It does not supply personal recovery times or diagnose a condition.,required formative practice,phase2-2026-09-17-r1
2,p2-effort-recovery-check-2,lesson check,newly authored,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",Review the demands and seek suitable support about an adjustment.,C,"The report supports asking questions and discussing support. It does not establish a diagnosis, a safe workload or a failure of motivation.",required formative practice,phase2-2026-09-17-r1
2,p2-effort-recovery-response,lesson application,newly authored / source concepts retained,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",Identify the demands or changes described in the case.; Name a support role and a specific question or request.; Suggest a planning discussion without diagnosing or prescribing treatment.,not applicable,Identify the demands or changes described in the case.; Name a support role and a specific question or request.; Suggest a planning discussion without diagnosing or prescribing treatment.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-situation-plan-check-1,lesson check,newly authored,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15","The task and social conditions, as well as the learner’s experience.",A,The changed social conditions are relevant evidence. One comparison cannot establish a permanent type or a universal prescription.,required formative practice,phase2-2026-09-17-r1
2,p2-situation-plan-check-2,lesson check,newly authored,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15","If transport changes, I will discuss an available preparation option that still serves the goal.",B,The response acknowledges the transport constraint and preserves the learning purpose. It leaves room for appropriate advice rather than assuming more activity is always possible.,required formative practice,phase2-2026-09-17-r1
2,p2-situation-plan-response,lesson application,newly authored / source concepts retained,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15",Name the changed constraint.; Describe a realistic revised action and support request.; Explain how the change preserves a useful purpose and how it will be reviewed.,not applicable,Name the changed constraint.; Describe a realistic revised action and support request.; Explain how the change preserves a useful purpose and how it will be reviewed.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-written-review-1,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",motivation-reasons corrected teaching; see source map,Intrinsic motivation concerns enjoyment or interest in the activity itself. Integrated regulation concerns a purpose that fits broader values and identity. It remains extrinsic. The same person can have both reasons.,not applicable,Intrinsic motivation concerns enjoyment or interest in the activity itself. Integrated regulation concerns a purpose that fits broader values and identity. It remains extrinsic. The same person can have both reasons.,required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-2,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",psychological-needs corrected teaching; see source map,Use the stated barrier. A clear demonstration can support competence; a respectful partner can support relatedness. Explain what to ask or observe after the change rather than promise immediate motivation.,not applicable,Use the stated barrier. A clear demonstration can support competence; a respectful partner can support relatedness. Explain what to ask or observe after the change rather than promise immediate motivation.,required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-3,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",effort-recovery corrected teaching; see source map,"Effort does not remove constraints, unclear instructions or recovery needs. Describe the changed demand, identify support and adapt the action. A realistic revision is part of planning, not proof of weak character.",not applicable,"Effort does not remove constraints, unclear instructions or recovery needs. Describe the changed demand, identify support and adapt the action. A realistic revision is part of planning, not proof of weak character.",required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-4,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",usable-goals corrected teaching; see source map,"Name the earlier response and the exact change. For example, separate an outcome goal from a process action or replace a global judgment with an observation. Explain why the revision improves the reasoning rather than copy an entire new plan.",not applicable,"Name the earlier response and the exact change. For example, separate an outcome goal from a process action or replace a global judgment with an observation. Explain why the revision improves the reasoning rather than copy an entire new plan.",required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-decision-case-1,guided and untimed equivalent,newly authored,"Same activity, different reasons",corrected phase teaching and specification lab cases,Jo describes enjoyment; Lee describes a personally endorsed purpose.,B,The reason matters. Enjoyment of the activity supports intrinsic motivation. A value-consistent purpose can be autonomous while remaining extrinsic. Attendance alone does not distinguish them.,choose guided or untimed set; reasons required,phase2-2026-09-17-r1
2,p2-decision-case-2,guided and untimed equivalent,newly authored,A practice that leaves a learner behind,corrected phase teaching and specification lab cases,Demonstrate a manageable step and arrange a respectful practice partner.,C,"The demonstration addresses competence, and the partner may support relatedness. Check the learner’s experience afterward. The change does not guarantee a particular feeling or result.",choose guided or untimed set; reasons required,phase2-2026-09-17-r1
2,p2-decision-case-3,guided and untimed equivalent,newly authored,The week no longer fits,corrected phase teaching and specification lab cases,Review the schedule with suitable support and discuss which demands can change.,A,The case supports a planning review and a support request. It does not establish a diagnosis or show that more work is safe or useful. Specify what information would guide the adjustment.,choose guided or untimed set; reasons required,phase2-2026-09-17-r1
3,phase3-q1,checkpoint,revised,"The task changes from explaining to responding. Selection, sustained attention and a purposeful shift work together.",original-course/main.js: QUIZZES[2].questions/phase3-q1,"Attention involves selecting, sustaining and shifting according to the task.",A,"The task changes from explaining to responding. Selection, sustained attention and a purposeful shift work together.",required formative practice,phase3-2026-09-17-r1
3,phase3-q2,checkpoint,revised,The issue is competing jobs in a specific moment. Learning-time analysis and later feedback remain important.,original-course/main.js: QUIZZES[2].questions/phase3-q2,Competing instructions can exceed what is useful in that moment.,B,The issue is competing jobs in a specific moment. Learning-time analysis and later feedback remain important.,required formative practice,phase3-2026-09-17-r1
3,phase3-q3,checkpoint,revised,Several relevant cues in the surroundings make this broad-external attention.,original-course/main.js: QUIZZES[2].questions/phase3-q3,Broad-external.,C,Several relevant cues in the surroundings make this broad-external attention.,required formative practice,phase3-2026-09-17-r1
3,phase3-q4,checkpoint,revised,The selected information is one specific bodily sensation. That describes narrow-internal attention.,original-course/main.js: QUIZZES[2].questions/phase3-q4,Narrow-internal.,D,The selected information is one specific bodily sensation. That describes narrow-internal attention.,required formative practice,phase3-2026-09-17-r1
3,phase3-q5,checkpoint,revised,It organizes a discussion. It does not supply measured values or remove other influences on performance.,original-course/main.js: QUIZZES[2].questions/phase3-q5,As a coaching framework for discussing interference.,A,It organizes a discussion. It does not supply measured values or remove other influences on performance.,required formative practice,phase3-2026-09-17-r1
3,phase3-q6,checkpoint,revised,"These are model labels, not anatomy, diagnoses or permanent learner categories.",original-course/main.js: QUIZZES[2].questions/phase3-q6,The judging/telling role and learned execution.,B,"These are model labels, not anatomy, diagnoses or permanent learner categories.",required formative practice,phase3-2026-09-17-r1
3,phase3-q7,checkpoint,revised,A specific observation supports a next action without denying the error or making a global claim.,original-course/main.js: QUIZZES[2].questions/phase3-q7,My setup was rushed; I will use the agreed cue and review it.,C,A specific observation supports a next action without denying the error or making a global claim.,required formative practice,phase3-2026-09-17-r1
3,phase3-q8,checkpoint,revised,"The sequence must fit the task and available time. It supports, rather than replaces, preparation.",original-course/main.js: QUIZZES[2].questions/phase3-q8,"connect preparation, a task cue and the next action.",D,"The sequence must fit the task and available time. It supports, rather than replaces, preparation.",required formative practice,phase3-2026-09-17-r1
3,phase3-q9,checkpoint,revised,Adapt the representation while preserving the purpose of the anchor.,original-course/main.js: QUIZZES[2].questions/phase3-q9,Choose another cue serving the same task purpose.,A,Adapt the representation while preserving the purpose of the anchor.,required formative practice,phase3-2026-09-17-r1
3,phase3-q10,checkpoint,revised,Purpose and context determine the distinction. A phrase is not useful merely because it is short.,original-course/main.js: QUIZZES[2].questions/phase3-q10,“See the target” can be instructional; “commit” can support effort.,B,Purpose and context determine the distinction. A phrase is not useful merely because it is short.,required formative practice,phase3-2026-09-17-r1
3,phase3-q11,checkpoint,revised,"The aim is a task-based return, not perfect control of every thought. Real problems may need clarification or support.",original-course/main.js: QUIZZES[2].questions/phase3-q11,Notice the drift and return to a relevant cue when appropriate.,C,"The aim is a task-based return, not perfect control of every thought. Real problems may need clarification or support.",required formative practice,phase3-2026-09-17-r1
3,phase3-q12,checkpoint,revised,The case identifies a rushed setup and a later attention shift that did not fit the task. The plan addresses both without claiming those facts explain every possible miss.,original-course/main.js: QUIZZES[2].questions/phase3-q12,"Use the familiar setup and target cue, then shift to the signal for the next task.",D,The case identifies a rushed setup and a later attention shift that did not fit the task. The plan addresses both without claiming those facts explain every possible miss.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-processes-check-1,lesson check,newly authored,"I can explain selection, sustaining attention and shifting using a specific task.","original PHASE_CONTENT phase-3 sections 4,5",Sustaining attention on a useful cue.,B,The performer remains with the rhythm long enough to complete the phrase. The description does not measure overall capacity.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-processes-check-2,lesson check,newly authored,"I can explain selection, sustaining attention and shifting using a specific task.","original PHASE_CONTENT phase-3 sections 4,5",What the player was attending to and whether the signal was clear.,C,"Several explanations are possible. The task, signal and performer’s account help distinguish them.",required formative practice,phase3-2026-09-17-r1
3,p3-attention-processes-response,lesson application,newly authored / source concepts retained,"I can explain selection, sustaining attention and shifting using a specific task.","original PHASE_CONTENT phase-3 sections 4,5",State the exact action or decision.; Identify one relevant cue and one less useful distraction.; Explain why the distinction fits this moment.,not applicable,State the exact action or decision.; Identify one relevant cue and one less useful distraction.; Explain why the distinction fits this moment.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-attention-quadrants-check-1,lesson check,newly authored,I can distinguish the four attention quadrants in a clearly stated moment.,original PHASE_CONTENT phase-3 sections 6,Broad-internal.,A,The information consists of several internal options. A pause provides a setting where considering them may fit.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-quadrants-check-2,lesson check,newly authored,I can distinguish the four attention quadrants in a clearly stated moment.,original PHASE_CONTENT phase-3 sections 6,Broad-external attention to the relevant play.,B,Several external cues are needed for the pass. The other choices leave important task information out.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-quadrants-response,lesson application,newly authored / source concepts retained,I can distinguish the four attention quadrants in a clearly stated moment.,original PHASE_CONTENT phase-3 sections 6,Name the task and moment.; State width and direction separately.; Use the actual information in the case to justify both.,not applicable,Name the task and moment.; State width and direction separately.; Use the actual information in the case to justify both.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-attention-shifts-check-1,lesson check,newly authored,I can explain a sequence of attention shifts and the trigger for each change.,"original PHASE_CONTENT phase-3 sections 6,8",Naming the task change that triggers a new focus.,C,A trigger connects the shift to an actual demand. It helps the performer know when the previous cue no longer fits.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-shifts-check-2,lesson check,newly authored,I can explain a sequence of attention shifts and the trigger for each change.,"original PHASE_CONTENT phase-3 sections 6,8",Identify the partner cues and revise the attention sequence.,A,The duet introduces information about another performer. The plan needs to account for those cues rather than preserve an outdated sequence.,required formative practice,phase3-2026-09-17-r1
3,p3-attention-shifts-response,lesson application,newly authored / source concepts retained,I can explain a sequence of attention shifts and the trigger for each change.,"original PHASE_CONTENT phase-3 sections 6,8",Give a clear setting for each moment.; Name the information and quadrant.; Explain what signals each shift and where a step might be unnecessary.,not applicable,Give a clear setting for each moment.; Name the information and quadrant.; Explain what signals each shift and where a step might be unnecessary.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-observation-self-talk-check-1,lesson check,newly authored,I can use an attributed coaching framework without treating it as a measured equation.,original PHASE_CONTENT phase-3 sections 7,Labels in Gallwey’s coaching framework.,B,They are labels used to discuss commentary and learned execution. The lesson does not identify separate anatomical systems.,required formative practice,phase3-2026-09-17-r1
3,p3-observation-self-talk-check-2,lesson check,newly authored,I can use an attributed coaching framework without treating it as a measured equation.,original PHASE_CONTENT phase-3 sections 7,My entry was late; I will practise the agreed count and check it.,C,The response acknowledges a specific error and names a next action. It avoids both denial and a global judgment.,required formative practice,phase3-2026-09-17-r1
3,p3-observation-self-talk-response,lesson application,newly authored / source concepts retained,I can use an attributed coaching framework without treating it as a measured equation.,original PHASE_CONTENT phase-3 sections 7,Identify the global judgment.; Keep the observed error without exaggerating it.; Choose a relevant action and explain the limit of the conclusion.,not applicable,Identify the global judgment.; Keep the observed error without exaggerating it.; Choose a relevant action and explain the limit of the conclusion.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-cues-anchors-check-1,lesson check,newly authored,I can select a cue and anchor that fit a particular task.,"original PHASE_CONTENT phase-3 sections 9,10",Instructional: directing timing.,A,The cue directs a specific timing feature. It does not measure an internal state.,required formative practice,phase3-2026-09-17-r1
3,p3-cues-anchors-check-2,lesson check,newly authored,I can select a cue and anchor that fit a particular task.,"original PHASE_CONTENT phase-3 sections 9,10",Choose another brief anchor for the same main idea.,B,The anchor serves a function. Another concise reminder can serve that function without turning the routine into a long instruction list.,required formative practice,phase3-2026-09-17-r1
3,p3-cues-anchors-response,lesson application,newly authored / source concepts retained,I can select a cue and anchor that fit a particular task.,"original PHASE_CONTENT phase-3 sections 9,10","Give one instructional and one motivational example.; Select the example that fits the stated need.; Name the anchor, trigger and next action.",not applicable,"Give one instructional and one motivational example.; Select the example that fits the stated need.; Name the anchor, trigger and next action.",required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-prepare-attention-check-1,lesson check,newly authored,I can explain the purpose of each step in a before-performance routine.,original PHASE_CONTENT phase-3 sections 8,Organize preparation and attention for the next task.,C,A routine gives the performer useful actions. The result can still vary and some uncertainty may remain.,required formative practice,phase3-2026-09-17-r1
3,p3-prepare-attention-check-2,lesson check,newly authored,I can explain the purpose of each step in a before-performance routine.,original PHASE_CONTENT phase-3 sections 8,Keep the essential task cue and adapt the sequence to the setting.,A,A usable routine fits the available moment. Preserve its purpose while adjusting unnecessary steps.,required formative practice,phase3-2026-09-17-r1
3,p3-prepare-attention-response,lesson application,newly authored / source concepts retained,I can explain the purpose of each step in a before-performance routine.,original PHASE_CONTENT phase-3 sections 8,State the setting and available pause.; Give a labelled sequence with a purpose for each step.; Explain how the final step begins the task.,not applicable,State the setting and available pause.; Give a labelled sequence with a purpose for each step.; Explain how the final step begins the task.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-reset-return-check-1,lesson check,newly authored,I can write an adaptable if–then plan that returns attention to useful information.,original PHASE_CONTENT phase-3 sections 9,"If I miss the entry, then I will find the next agreed cue and rejoin there.",A,"The plan names a specific event, an appropriate return cue and a next action. It can be practised and adapted.",required formative practice,phase3-2026-09-17-r1
3,p3-reset-return-check-2,lesson check,newly authored,I can write an adaptable if–then plan that returns attention to useful information.,original PHASE_CONTENT phase-3 sections 9,Ask for clarification before choosing the next action.,B,The problem is missing information. Clarification directly addresses it; a regulation cue does not replace instructions.,required formative practice,phase3-2026-09-17-r1
3,p3-reset-return-response,lesson application,newly authored / source concepts retained,I can write an adaptable if–then plan that returns attention to useful information.,original PHASE_CONTENT phase-3 sections 9,"Name the disruption and observable signal.; Choose a safe, proportionate response.; State the next cue and an adjustment if the first response does not help.",not applicable,"Name the disruption and observable signal.; Choose a safe, proportionate response.; State the next cue and an adjustment if the first response does not help.",required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-flexible-focus-check-1,lesson check,newly authored,I can propose a suitable variation and explain what evidence would guide an adjustment.,"original PHASE_CONTENT phase-3 sections 10,11",The performer looked at the agreed entry cue before beginning.,B,The statement describes an action that can be checked. It does not claim a permanent trait or an unmeasured internal state.,required formative practice,phase3-2026-09-17-r1
3,p3-flexible-focus-check-2,lesson check,newly authored,I can propose a suitable variation and explain what evidence would guide an adjustment.,"original PHASE_CONTENT phase-3 sections 10,11","Check the instruction, the signal and what the performer attended to before revising one part.",C,The review considers the task and competing explanations. It supports a targeted adjustment rather than an unsupported global conclusion.,required formative practice,phase3-2026-09-17-r1
3,p3-flexible-focus-response,lesson application,newly authored / source concepts retained,I can propose a suitable variation and explain what evidence would guide an adjustment.,"original PHASE_CONTENT phase-3 sections 10,11",Name one changed condition and what stays the same.; State the intended focus and an observable action.; Explain a proportionate adjustment and one uncertainty.,not applicable,Name one changed condition and what stays the same.; State the intended focus and an observable action.; Explain a proportionate adjustment and one uncertainty.,required written application; reusable in Build,phase3-2026-09-17-r1
3,p3-written-review-1,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",attention-quadrants corrected teaching; see source map,Width concerns how much information is selected; direction concerns where it comes from. A player scanning several teammates is broad-external. A brief check of one tension signal during a pause is narrow-internal. The task determines whether either fits.,not applicable,Width concerns how much information is selected; direction concerns where it comes from. A player scanning several teammates is broad-external. A brief check of one tension signal during a pause is narrow-internal. The task determines whether either fits.,required first answer/comparison/revision,phase3-2026-09-17-r1
3,p3-written-review-2,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",cues-anchors corrected teaching; see source map,Identify the purpose of the cue and choose an available alternative serving that purpose. A printed keyword may replace a slide title. Explain the next action and check whether the new anchor makes the explanation usable.,not applicable,Identify the purpose of the cue and choose an available alternative serving that purpose. A printed keyword may replace a slide title. Explain the next action and check whether the new anchor makes the explanation usable.,required first answer/comparison/revision,phase3-2026-09-17-r1
3,p3-written-review-3,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",observation-self-talk corrected teaching; see source map,"Gallwey’s equation is an attributed coaching framework, not a measurement. Self 1 and Self 2 are labels for discussing commentary and learned execution. The framework does not replace skill learning, task knowledge or useful feedback.",not applicable,"Gallwey’s equation is an attributed coaching framework, not a measurement. Self 1 and Self 2 are labels for discussing commentary and learned execution. The framework does not replace skill learning, task knowledge or useful feedback.",required first answer/comparison/revision,phase3-2026-09-17-r1
3,p3-written-review-4,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",flexible-focus corrected teaching; see source map,"A useful revision replaces vague language with a specific task, cue, trigger or observation. For example, “focus more” can become a named scan before a pass. Explain the change and retain a limitation where the evidence does not establish a cause.",not applicable,"A useful revision replaces vague language with a specific task, cue, trigger or observation. For example, “focus more” can become a named scan before a pass. Explain the change and retain a limitation where the evidence does not establish a cause.",required first answer/comparison/revision,phase3-2026-09-17-r1
3,p3-decision-case-1,guided and untimed equivalent,newly authored,The next pass,corrected phase teaching and specification lab cases,"Scan the ball, defenders and available teammates.",A,The case supplies both the missed information and Jordan’s account. A broad-external scan fits the passing decision. It would not be the same focus as a free throw.,choose guided or untimed set; reasons required,phase3-2026-09-17-r1
