phase,original_module,original_field_id,original_prompt,original_placeholder,original_options,new_evidence_field_id,disposition,reason,source_location
2,values,vb_aligned_habits,"Aligned habits

What routines, environments, or habits already support your standard?",Identify what is already helping the values stay active.,[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered values control #vb_aligned_habits
2,values,vb_drift_habits,"Out-of-alignment habits

What patterns, moods, or settings pull you away from your standard?",Name the leaks honestly so you can catch them earlier.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_drift_habits
2,values,vb_feeling,"How it feels when aligned

What physical or mental signs tell you the values are active?",Describe the body and mind state that tells you you are living in line with the blueprint.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered values control #vb_feeling
2,values,vb_warning,"Warning signs

What are the first signals that stress, fatigue, or ego is starting to take over?",List the earliest clues that your values are starting to slip.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_warning
2,values,vb_support_person,"Support person

Who helps you stay honest and aligned?",Name the person who helps you tell the truth.,[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered values control #vb_support_person
2,values,vb_pit_crew,"Pit crew environment

What social or physical setting helps you hold the line?","Describe the room, people, or atmosphere that protects the system.",[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered values control #vb_pit_crew
2,values,vb_self_compassion,"Repair action

What will you do to reset without slipping into shame or avoidance?",Write the compassionate action that helps you repair and re-align.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered values control #vb_self_compassion
2,values,vb_narrative,"Understanding narrative

Explain why you chose these values and how this blueprint changes your daily behavior, effort quality, and support strategy.","Show how your values, standards, filters, and support environment connect into one coherent system.",[],p2-explain,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered values control #vb_narrative
2,master,mb_anchor,"Performance identity

How do you want to describe the person you are when the system is healthy?",I am...,[],p2-case,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_anchor
2,master,mb_value,"Compass value

What value should stay visible even on high-pressure or low-energy days?",Core guiding value...,[],p2-value-action,combined,Combine repeated value choices and behavioural examples into one explained value/action contrast; private beliefs and moral-worth judgments are not required.,original-course/assignment-runtime-main.js; rendered master control #mb_value
2,master,mb_strengths,"System strengths

What habits, routines, or relationships are already strengthening the system?",List the patterns that currently support strong performance and sustainable effort.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_strengths
2,master,mb_leaks,"Performance leaks

What habits, environments, or reactions destabilize the system?",Identify the patterns that make the system brittle or reactive.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_leaks
2,master,mb_support_environment,"Support environment

What coach, teammate, room, routine, or level of solitude helps you work well?",Describe the social and physical environment that supports strong execution.,[],p2-needs-context,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_support_environment
2,master,mb_recovery_signals,"Recovery signals

What signs tell you sleep, mood, concentration, or soreness are starting to slip?",Name the early data points that tell you the system is under-recovered.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_signals
2,master,mb_pre_default,"Pre-performance default

How do you want to enter performance?","Describe the posture, breathing, attention, and intent you want before performance.",[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_pre_default
2,master,mb_in_default,"In-performance default

What state do you want to return to during execution?",Describe the steady execution state you want to return to quickly.,[],p2-week-plan,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_in_default
2,master,mb_post_default,"Post-performance default

What is your first move after training or competition?","Name the default that protects recovery, perspective, and clean evaluation.",[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_post_default
2,master,mb_if_anxiety,"If anxiety spikes, then...

What response do you want to automate the moment stress climbs too high?",Write the exact sequence you want to execute instead of debating in the moment.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_anxiety
2,master,mb_if_motivation,"If motivation drops, then...

What maintenance response keeps the system moving without fake intensity?",Describe the low-drama action that keeps the system honest.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_motivation
2,master,mb_if_mistake,"If a mistake rattles you, then...

What is the reset sequence after an error, miss, or disruption?",Write the next-action reset you want to become automatic.,[],p2-if-then,combined,"Combine repeated barrier and mistake responses; describe the observable situation, a fitting response and support rather than judging character.",original-course/assignment-runtime-main.js; rendered master control #mb_if_mistake
2,master,mb_process_action,"Weekly process action

What controllable weekly action proves the system is still working?",Name the one process action that keeps the system honest this week.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_process_action
2,master,mb_goal_outcome,"Outcome goal

What final result matters?",Name the big result that gives the system direction.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_outcome
2,master,mb_goal_performance,"Performance goal

What personal benchmark shows progress?",Describe the standard that tells you the system is improving.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_performance
2,master,mb_goal_process,"Process goal

What cue, habit, or routine protects execution?",Name the controllable behavior that should still hold up on bad days.,[],p2-goals,combined,One connected outcome/performance/process goal set retains the distinctions without three separate essays.,original-course/assignment-runtime-main.js; rendered master control #mb_goal_process
2,master,mb_daily_check,"Daily system check

What quick daily check tells you whether the system is healthy?",Name the fast daily read that prevents unnoticed drift.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_daily_check
2,master,mb_weekly_review,"Weekly review and update

How will you review and update the system each week?",Describe the weekly review ritual that keeps the plan current.,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_weekly_review
2,master,mb_recovery_checkpoint,"Recovery checkpoint

What do sleep, mood, concentration, and soreness suggest today?",Turn recovery data into information instead of waiting for a full crash.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_checkpoint
2,master,mb_pit_crew_check,"Pit crew check-in

When do you need accountability through connection, and when do you need relief from social evaluation?",Describe how social context should support the system instead of destabilizing it.,[],p2-support,combined,Use a support role and concrete request; naming an actual person or disclosing private relationships is not required.,original-course/assignment-runtime-main.js; rendered master control #mb_pit_crew_check
2,master,mb_recovery_threshold,"When do you push and when do you back off?

Define the data that tells you to keep pushing, reduce load, or deload. What is your deload trigger?",Turn recovery information into a real decision rule.,[],p2-recovery,combined,"Replace diagnostic thresholds or pressure to override fatigue with noticing changes, discussing an adjustment and seeking appropriate support.",original-course/assignment-runtime-main.js; rendered master control #mb_recovery_threshold
2,master,mb_pride,"Authentic pride

What have you earned through deliberate action rather than image or empty confidence?",Finish the sentence honestly: I earned this because I...,[],p2-review,combined,"Use observations and a review point; do not grade honesty, claimed feelings or discipline.",original-course/assignment-runtime-main.js; rendered master control #mb_pride
2,master,mb_narrative,"Understanding narrative

Explain how the audit, defaults, plans, recovery data, and support environment work together as one system.","Show how this system protects performance quality, recovery, and sustainability.",[],p2-explain,combined,"Combine related prompts into one structured evidence field, preserving the underlying decision and explanation while removing redundant retyping.",original-course/assignment-runtime-main.js; rendered master control #mb_narrative
