phase,id,type,status,learning_target,source_location,correct_concept,answer_position,feedback,role,content_version
2,p2-usable-goals-check-2,lesson check,newly authored,I can distinguish three goal types and write a usable SMART process goal.,original PHASE_CONTENT phase-2 sections 9,The routine was used and the serve missed; review the pattern across attempts.,A,The action and result are different observations. Keeping both supports a more careful review than drawing a conclusion from one serve.,required formative practice,phase2-2026-09-17-r1
2,p2-usable-goals-response,lesson application,newly authored / source concepts retained,I can distinguish three goal types and write a usable SMART process goal.,original PHASE_CONTENT phase-2 sections 9,Keep all three goals in the same situation.; Make the process goal an observable action.; Include a realistic review point and distinguish action from result.,not applicable,Keep all three goals in the same situation.; Make the process goal an observable action.; Include a realistic review point and distinguish action from result.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-effort-recovery-check-1,lesson check,newly authored,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",A simplified reminder to consider challenge and recovery together.,B,The diagram organizes a planning idea. It does not supply personal recovery times or diagnose a condition.,required formative practice,phase2-2026-09-17-r1
2,p2-effort-recovery-check-2,lesson check,newly authored,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",Review the demands and seek suitable support about an adjustment.,C,"The report supports asking questions and discussing support. It does not establish a diagnosis, a safe workload or a failure of motivation.",required formative practice,phase2-2026-09-17-r1
2,p2-effort-recovery-response,lesson application,newly authored / source concepts retained,"I can identify information, support and a reasonable planning adjustment without making a diagnosis.","original PHASE_CONTENT phase-2 sections 10,11",Identify the demands or changes described in the case.; Name a support role and a specific question or request.; Suggest a planning discussion without diagnosing or prescribing treatment.,not applicable,Identify the demands or changes described in the case.; Name a support role and a specific question or request.; Suggest a planning discussion without diagnosing or prescribing treatment.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-situation-plan-check-1,lesson check,newly authored,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15","The task and social conditions, as well as the learner’s experience.",A,The changed social conditions are relevant evidence. One comparison cannot establish a permanent type or a universal prescription.,required formative practice,phase2-2026-09-17-r1
2,p2-situation-plan-check-2,lesson check,newly authored,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15","If transport changes, I will discuss an available preparation option that still serves the goal.",B,The response acknowledges the transport constraint and preserves the learning purpose. It leaves room for appropriate advice rather than assuming more activity is always possible.,required formative practice,phase2-2026-09-17-r1
2,p2-situation-plan-response,lesson application,newly authored / source concepts retained,I can adapt a plan when the situation changes and explain the evidence for the change.,"original PHASE_CONTENT phase-2 sections 12,13,14,15",Name the changed constraint.; Describe a realistic revised action and support request.; Explain how the change preserves a useful purpose and how it will be reviewed.,not applicable,Name the changed constraint.; Describe a realistic revised action and support request.; Explain how the change preserves a useful purpose and how it will be reviewed.,required written application; reusable in Build,phase2-2026-09-17-r1
2,p2-written-review-1,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",motivation-reasons corrected teaching; see source map,Intrinsic motivation concerns enjoyment or interest in the activity itself. Integrated regulation concerns a purpose that fits broader values and identity. It remains extrinsic. The same person can have both reasons.,not applicable,Intrinsic motivation concerns enjoyment or interest in the activity itself. Integrated regulation concerns a purpose that fits broader values and identity. It remains extrinsic. The same person can have both reasons.,required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-2,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",psychological-needs corrected teaching; see source map,Use the stated barrier. A clear demonstration can support competence; a respectful partner can support relatedness. Explain what to ask or observe after the change rather than promise immediate motivation.,not applicable,Use the stated barrier. A clear demonstration can support competence; a respectful partner can support relatedness. Explain what to ask or observe after the change rather than promise immediate motivation.,required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-3,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",effort-recovery corrected teaching; see source map,"Effort does not remove constraints, unclear instructions or recovery needs. Describe the changed demand, identify support and adapt the action. A realistic revision is part of planning, not proof of weak character.",not applicable,"Effort does not remove constraints, unclear instructions or recovery needs. Describe the changed demand, identify support and adapt the action. A realistic revision is part of planning, not proof of weak character.",required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-written-review-4,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",usable-goals corrected teaching; see source map,"Name the earlier response and the exact change. For example, separate an outcome goal from a process action or replace a global judgment with an observation. Explain why the revision improves the reasoning rather than copy an entire new plan.",not applicable,"Name the earlier response and the exact change. For example, separate an outcome goal from a process action or replace a global judgment with an observation. Explain why the revision improves the reasoning rather than copy an entire new plan.",required first answer/comparison/revision,phase2-2026-09-17-r1
2,p2-decision-case-1,guided and untimed equivalent,newly authored,"Same activity, different reasons",corrected phase teaching and specification lab cases,Jo describes enjoyment; Lee describes a personally endorsed purpose.,B,The reason matters. Enjoyment of the activity supports intrinsic motivation. A value-consistent purpose can be autonomous while remaining extrinsic. Attendance alone does not distinguish them.,choose guided or untimed set; reasons required,phase2-2026-09-17-r1
2,p2-decision-case-2,guided and untimed equivalent,newly authored,A practice that leaves a learner behind,corrected phase teaching and specification lab cases,Demonstrate a manageable step and arrange a respectful practice partner.,C,"The demonstration addresses competence, and the partner may support relatedness. Check the learner’s experience afterward. The change does not guarantee a particular feeling or result.",choose guided or untimed set; reasons required,phase2-2026-09-17-r1
2,p2-decision-case-3,guided and untimed equivalent,newly authored,The week no longer fits,corrected phase teaching and specification lab cases,Review the schedule with suitable support and discuss which demands can change.,A,The case supports a planning review and a support request. It does not establish a diagnosis or show that more work is safe or useful. Specify what information would guide the adjustment.,choose guided or untimed set; reasons required,phase2-2026-09-17-r1
2,p2-case,Build evidence,combined / reworded,"Task, performer and constraint",mb_anchor,Name the task and two case details that affect the plan. Use the supplied case or a suitable fictional alternative.,not applicable,"Worked example: Alex is preparing for a school volleyball tryout. There are two school practice opportunities, limited Thursday transport and a presentation deadline. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-reasons,Build evidence,combined / reworded,Two reasons for doing the task,vb_motivation_driver,Distinguish two reasons using the performer’s words. Explain which concepts apply.,not applicable,"Worked example: Alex enjoys games, an intrinsic reason. Alex also chooses serving practice because reliable contribution fits a value, a personally endorsed extrinsic reason. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-value-action,Build evidence,combined / reworded,A value expressed in action,vb_value1; vb_value2; vb_value3; vb_values_why; vb_training_behaviors; vb_competition_behaviors; vb_task_bridge; mb_value,Choose one value. Describe one toward action and one action that would move away from it.,not applicable,Worked example: Contribution could mean preparing the agreed role and asking about an unclear setup. Ignoring the known issue while blaming teammates would move away from that value. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-needs-context,Build evidence,combined / reworded,A need and an environmental change,mb_support_environment,"Name a need, identify the case evidence and propose a specific change.",not applicable,Worked example: A short demonstration could support competence because Alex is still learning the setup. A respectful partner could make practice more inclusive. Check whether the instructions are clearer. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-goals,Build evidence,combined / reworded,"Outcome, performance and process goals",mb_process_action; mb_goal_outcome; mb_goal_performance; mb_goal_process,Write all three for the same task. Make the process action reviewable using SMART.,not applicable,Worked example: Outcome: earn a team place. Performance: improve a personally agreed serving standard. Process: use the agreed setup on ten planned serves during the next two available practices and review the record. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-week-plan,Build evidence,combined / reworded,Realistic actions and review point,vb_aligned_habits; mb_pre_default; mb_in_default,"State when suitable actions can happen, what support is available and when the record will be reviewed. Do not prescribe extra training.",not applicable,"Worked example: Keep Tuesday’s planned practice, reserve time for the presentation and ask about an available preparation option after the cancellation. Review the serving record with the coach at the next suitable session. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-if-then,Build evidence,combined / reworded,A barrier and a response,vb_filter_hard; vb_filter_mistake; vb_drift_habits; vb_warning; vb_self_compassion; mb_leaks; mb_if_anxiety; mb_if_motivation; mb_if_mistake,Connect a likely trigger to one realistic action. State when you would ask for advice instead.,not applicable,"Worked example: If the gym session is cancelled, Alex will ask which available preparation action still fits the goal rather than add an unsuitable late session. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-support,Build evidence,combined / reworded,A support role and a request,vb_support_person; vb_pit_crew; mb_pit_crew_check,Use a role rather than a real person’s name. Write the actual question or request.,not applicable,"Worked example: Ask the coach: “Which part of the setup should I observe, and which available session fits the changed schedule?” Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-recovery,Build evidence,combined / reworded,A recovery-related planning decision,mb_recovery_signals; mb_recovery_checkpoint; mb_recovery_threshold,"Identify information and appropriate support. Suggest what could be discussed, without diagnosing or prescribing treatment.",not applicable,Worked example: Alex could explain the changed demands and difficulty recovering to a trusted adult and coach. The discussion could review the schedule and appropriate support rather than label the problem as weak motivation. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-review,Build evidence,combined / reworded,Evidence and a revision,vb_feeling; mb_strengths; mb_post_default; mb_daily_check; mb_weekly_review; mb_pride,Choose one observation from the case or a labelled hypothetical record. Explain what to keep or change.,not applicable,Worked example: The record shows six completed routines and four rushed setups. Keep recording the setup separately from the result and review the cue after a demonstration. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-transfer,Build evidence,newly authored transfer/case evidence,Adapt to a new constraint,"supplied generation specification, Build plan",New case: a musician now has half the usual rehearsal time and cannot meet their partner. Apply the ideas without copying the volleyball schedule.,not applicable,"Worked example: Identify the most important passage, ask for focused feedback at an available time and revise the review point. Preserve the purpose while changing the action to fit the new time and support. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-explain,Build evidence,combined / reworded,Explain a choice and a limitation,vb_narrative; mb_narrative,Justify one decision using a course concept. State what the plan cannot establish.,not applicable,"Worked example: Changing the environment addresses competence and access, not merely effort. The plan cannot guarantee selection or explain every cause of difficulty. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-opening,opening / transfer,newly authored,Describe Alex’s task and two practical constraints. What information would help you choose a realistic next action?,supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
2,guided-transfer,opening / transfer,newly authored,"Choose a different school, art or recreational situation. Identify one reason for action and one changed constraint. Explain a suitable adjustment and one thing you would check next.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
2,untimed-transfer,opening / transfer,newly authored,"Choose a different school, art or recreational situation. Identify one reason for action and one changed constraint. Explain a suitable adjustment and one thing you would check next.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
